Name	InChIKey	SMILES	RT
Echinocystic acid-3-O-glucoside	WYDPEADEZMZKNM-UHFFFAOYNA-N	CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O	7.33
Saikosaponin b2	WRYJYFCCMSVEPQ-UHFFFAOYNA-N	CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC3=C5CC(C)(C)CCC5(CO)C(O)CC43C)C2(C)CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O	7.11
Chikusetsusaponin IV	KQSFNXMDCOFFGW-UHFFFAOYNA-N	CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(OC7OC(CO)C(O)C7O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O	6.39
Chrysanthellin A	IBEZGTWSSFFKNB-UHFFFAOYNA-N	CC1OC(OC2C(O)COC(OC3C(C)OC(OC4C(O)C(O)COC4OC(=O)C45CCC(C)(C)CC4C4=CCC6C7(C)CCC(OC8OC(CO)C(O)C(O)C8O)C(C)(C)C7CCC6(C)C4(C)CC5O)C(O)C3O)C2O)C(O)C(O)C1O	6.12
Paeoniflorin	YKRGDOXKVOZESV-UHFFFAOYNA-N	CC12CC3(O)OC(O1)C1(COC(=O)C4=CC=CC=C4)C3CC21OC1OC(CO)C(O)C(O)C1O	3.78
Cynarin	YDDUMTOHNYZQPO-UHFFFAOYNA-N	OC1CC(CC(OC(=O)C=CC2=CC=C(O)C(O)=C2)C1O)(OC(=O)C=CC1=CC=C(O)C(O)=C1)C(O)=O	3.49
Arbutin	BJRNKVDFDLYUGJ-UHFFFAOYNA-N	OCC1OC(OC2=CC=C(O)C=C2)C(O)C(O)C1O	1.88
[6]-Gingerol	NLDDIKRKFXEWBK-UHFFFAOYNA-N	CCCCCC(O)CC(=O)CCC1=CC=C(O)C(OC)=C1	7.45
Arctiin	XOJVHLIYNSOZOO-UHFFFAOYNA-N	COC1=CC(CC2C(CC3=CC(OC)=C(OC)C=C3)COC2=O)=CC=C1OC1OC(CO)C(O)C(O)C1O	5.18
Phillyrin	KFFCKOBAHMGTMW-UHFFFAOYNA-N	COC1=C(OC)C=C(C=C1)C1OCC2C1COC2C1=CC(OC)=C(OC2OC(CO)C(O)C(O)C2O)C=C1	5.13
Eleutheroside E	FFDULTAFAQRACT-UHFFFAOYNA-N	COC1=CC(=CC(OC)=C1OC1OC(CO)C(O)C(O)C1O)C1OCC2C1COC2C1=CC(OC)=C(OC2OC(CO)C(O)C(O)C2O)C(OC)=C1	3.61
Lariciresinol	MHXCIKYXNYCMHY-UHFFFAOYNA-N	COC1=CC(CC2COC(C2CO)C2=CC(OC)=C(O)C=C2)=CC=C1O	4.96
Loganin	AMBQHHVBBHTQBF-UHFFFAOYNA-N	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(C)C(O)CC12	3.36
2-Propenyl glucosinolate	PHZOWSSBXJXFOR-UHFFFAOYNA-N	OCC1OC(SC(CC=C)=NOS(O)(=O)=O)C(O)C(O)C1O	1.77
(2S)-2-Hydroxy-3-butenyl-glucosinolate	MYHSVHWQEVDFQT-UHFFFAOYNA-N	OCC1OC(SC(CC(O)C=C)=NOS(O)(=O)=O)C(O)C(O)C1O	1.77
Benzyl glucosinolate	QQGLQYQXUKHWPX-UHFFFAOYNA-N	OCC1OC(SC(CC2=CC=CC=C2)=NOS(O)(=O)=O)C(O)C(O)C1O	2.83
p-Hydroxybenzyl glucosinolate	WWBNBPSEKLOHJU-UHFFFAOYNA-N	OCC1OC(SC(CC2=CC=C(O)C=C2)=NOS(O)(=O)=O)C(O)C(O)C1O	2
(2R)-2-Hydroxy-2-phenethylglucosinolate	GAPDDBFHNYHZIS-UHFFFAOYNA-N	OCC1OC(SC(CC(O)C2=CC=CC=C2)=NOS(O)(=O)=O)C(O)C(O)C1O	2.71
7-Methylsulfinylheptyl isothiocyanate	OGYHCBGORZWBPH-UHFFFAOYNA-N	CS(=O)CCCCCCCN=C=S	5.41
8-Methylsulfinyloctyl isothiocyanate	BCRXKWOQVFKZAG-UHFFFAOYNA-N	CS(=O)CCCCCCCCN=C=S	3.56
Kaempferol-3-O-arabinoside	RNVUDWOQYYWXBJ-UHFFFAOYNA-N	OC1COC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(O)C1O	4.47
Kaempferol-3-O-glucoside-2''-p-coumaroyl	IKONEAPXVKTZFF-UHFFFAOYNA-N	OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(OC(=O)C=CC2=CC=C(O)C=C2)C(O)C1O	5.32
Quercetin-3-O-glucuronide	DUBCCGAQYVUYEU-UHFFFAOYNA-N	OC1C(O)C(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C(O)=C2)OC(C1O)C(O)=O	4.01
2-Methoxycinnamic acid	FEGVSPGUHMGGBO-UHFFFAOYSA-N	COC1=C(C=CC(O)=O)C=CC=C1	6.12
p-Coumaryl alcohol	PTNLHDGQWUGONS-UHFFFAOYSA-N	OCC=CC1=CC=C(O)C=C1	3.76
4-Methoxycinnamic acid	AFDXODALSZRGIH-UHFFFAOYSA-N	COC1=CC=C(C=CC(O)=O)C=C1	5.86
4-Deoxyphloridzin	NLGUKXQDDTZCDG-UHFFFAOYNA-N	OCC1OC(OC2=CC(O)=CC(O)=C2C(=O)CCC2=CC=CC=C2)C(O)C(O)C1O	4.85
Maritimetin-6-O-glucoside	SYRURBPRFQUYQS-UHFFFAOYNA-N	OCC1OC(OC2=C(O)C3=C(C=C2)C(=O)C(O3)=CC2=CC=C(O)C(O)=C2)C(O)C(O)C1O	4
Sennoside B	IPQVTOJGNYVQEO-UHFFFAOYNA-N	OCC1OC(OC2=CC=CC3=C2C(=O)C2=C(C=C(C=C2O)C(O)=O)C3C2C3=C(C(OC4OC(CO)C(O)C(O)C4O)=CC=C3)C(=O)C3=C2C=C(C=C3O)C(O)=O)C(O)C(O)C1O	3.82
Cyanidin-3-O-rhamnoside	USWXMMRFOWNEOR-UHFFFAOYNA-O	CC1OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O	3.18
Cyanidine-3-O-sambubioside	ZPPQIOUITZSYAO-UHFFFAOYNA-M	OCC1OC(OC2=C([O+]=C3C=C([O-])C=C([O-])C3=C2)C2=CC(O)=C(O)C=C2)C(OC2OCC(O)C(O)C2O)C(O)C1O	2.88
Cyanidin-3-O-rutinoside	USNPULRDBDVJAO-UHFFFAOYNA-O	CC1OC(OCC2OC(OC3=C([O+]=C4C=C(O)C=C(O)C4=C3)C3=CC=C(O)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O	2.94
Luteolinidin	GDNIGMNXEKGFIP-UHFFFAOYSA-O	OC1=CC2=C(C=CC(=[O+]2)C2=CC=C(O)C(O)=C2)C(O)=C1	3.59
Voacamine	VCMIRXRRQJNZJT-UHFFFAOYNA-N	CCC1CC2CN3CCC4=C(NC5=C4C=C(OC)C(=C5)C4CC5C(C(CC6=C4NC4=CC=CC=C64)N(C)CC5=CC)C(=O)OC)C(C2)(C13)C(=O)OC	4.94
Dodecyl hydrogen sulfate	MOTZDAYCYVMXPC-UHFFFAOYSA-N	O=S(=O)(O)OCCCCCCCCCCCC	8.65
Stachyose	UQZIYBXSHAGNOE-UHFFFAOYNA-N	OCC4OC(OCC3OC(OCC2OC(OC1(OC(CO)C(O)C1(O))(CO))C(O)C(O)C2(O))C(O)C(O)C3(O))C(O)C(O)C4(O)	1.69
Sinapoyl malate	DUDGAPSRYCQPBG-UHFFFAOYNA-N	O=C(OC(C(=O)O)CC(=O)O)C=CC=1C=C(OC)C(O)=C(OC)C=1	4.23
Cryptochlorogenic acid	GYFFKZTYYAFCTR-UHFFFAOYNA-N	O=C(OC1C(O)CC(O)(C(=O)O)CC1(O))C=CC=2C=CC(O)=C(O)C=2	4.6
4-O-feruloyl-D-quinic acid	VTMFDSJJVNQXLT-UHFFFAOYNA-N	O=C(OC1C(O)CC(O)(C(=O)O)CC1(O))C=CC=2C=CC(O)=C(OC)C=2	3.74
Isobavachin	KYFBXCHUXFKMGQ-UHFFFAOYNA-N	O=C2C=3C=CC(O)=C(C=3(OC(C1=CC=C(O)C=C1)C2))CC=C(C)C	8.93
FA 18:3+1O ((9S,10E,12Z,15Z)-9-Hydroxy-10,12,15-octadecatrienoic acid)	RIGGEAZDTKMXSI-UHFFFAOYNA-N	O=C(O)CCCCCCCC(O)C=CC=CCC=CCC	9.1
FA 18:3+2O ((9S,10E,12Z,15Z)-9-hydroperoxyoctadeca-10,12,15-trienoic acid)	RWKJTIHNYSIIHW-UHFFFAOYNA-N	O=C(O)CCCCCCCC(OO)C=CC=CCC=CCC	6.77
FA 18:2+1O (Alpha-dimorphecolic acid)	NPDSHTNEKLQQIJ-UHFFFAOYNA-N	O=C(O)CCCCCCCC(O)C=CC=CCCCCC	9.79
FA 18:2+2O	JGUNZIWGNMQSBM-UHFFFAOYNA-N	O=C(O)CCCCCCCC(OO)C=CC=CCCCCC	8
FA 18:1+1O (Ricinoleic acid)	WBHHMMIMDMUBKC-UHFFFAOYNA-N	O=C(O)CCCCCCCC=CCC(O)CCCCCC	10.08
FA 18:1+1O (9,10-epoxyoctadecanoic acid)	IMYZYCNQZDBZBQ-UHFFFAOYNA-N	O=C(O)CCCCCCCC1OC1(CCCCCCCC)	10.3
FA 18:1+2O (12,13-DiHOME)	CQSLTKIXAJTQGA-UHFFFAOYNA-N	O=C(O)CCCCCCCC=CCC(O)C(O)CCCCC	8.39
FA 18:1+2O	XEBKSQSGNGRGDW-UHFFFAOYNA-N	O=C(O)CCCCCCCC(O)C(O)CC=CCCCCC	8.54
Citric acid	KRKNYBCHXYNGOX-UHFFFAOYSA-N	O=C(O)CC(O)(C(=O)O)CC(=O)O	1.57
Glutaric acid	JFCQEDHGNNZCLN-UHFFFAOYSA-N	O=C(O)CCCC(=O)O	2.53
3-Hydroxymethylglutaric acid	NPOAOTPXWNWTSH-UHFFFAOYSA-N	O=C(O)CC(O)(C)CC(=O)O	1.98
2-Isopropylmalic acid	BITYXLXUCSKTJS-UHFFFAOYNA-N	O=C(O)CC(O)(C(=O)O)C(C)C	3.25
Suberic acid	TYFQFVWCELRYAO-UHFFFAOYSA-N	O=C(O)CCCCCCC(=O)O	4.1
LysoPE 18:1	PYVRVRFVLRNJLY-UHFFFAOYNA-N	O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCCC	10.22
3-Glu-3,4',7-trihydroxyisoflavanone	SHXLURBSILXFRW-UHFFFAOYNA-N	OCC1OC(OC2=C(O)C=CC(=C2)C2COC3=C(C=CC(O)=C3)C2=O)C(O)C(O)C1O	3.56
Glucoraphanin	GMMLNKINDDUDCF-UHFFFAOYNA-N	O=S(C)CCCCC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1(O)	1.74
Myricetin-3-O-galactoside	FOHXFLPXBUAOJM-UHFFFAOYNA-N	C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O	3.64
Quercetin 3,7-di-O-alpha-L-rhamnopyranoside	GXLQUHPXGLZNGE-UHFFFAOYNA-N	O=C3C(OC1OC(C)C(O)C(O)C1(O))=C(OC=4C=C(OC2OC(C)C(O)C(O)C2(O))C=C(O)C3=4)C5=CC=C(O)C(O)=C5	3.67
Kaempferol	IYRMWMYZSQPJKC-UHFFFAOYSA-N	O=C1C(O)=C(OC=2C=C(O)C=C(O)C1=2)C3=CC=C(O)C=C3	6.02
Datiscetin-3-O-rutinoside	BJJCTXDEJUWVIC-UHFFFAOYNA-N	O=C3C(OC2OC(COC1OC(C)C(O)C(O)C1(O))C(O)C(O)C2(O))=C(OC=4C=C(O)C=C(O)C3=4)C5=CC=CC=C5(O)	4.1
3-hydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one	GPGOCTLAUAHUQO-UHFFFAOYSA-N	O=C1C(O)=C(OC2=CC=CC=C12)C3=CC=C(O)C=C3	8.56
Diosmetin	MBNGWHIJMBWFHU-UHFFFAOYSA-N	O=C1C=C(OC2=CC(O)=CC(O)=C12)C3=CC=C(OC)C(O)=C3	6.78
Apiin	NTDLXWMIWOECHG-UHFFFAOYNA-N	O=C3C=C(OC4=CC(OC2OC(CO)C(O)C(O)C2(OC1OCC(O)(CO)C1(O)))=CC(O)=C34)C5=CC=C(O)C=C5	4.71
Luteolin-8-C-glucoside	PLAPMLGJVGLZOV-UHFFFAOYNA-N	O=C1C=C(OC2=C1C(O)=CC(O)=C2C3OC(CO)C(O)C(O)C3(O))C4=CC=C(O)C(O)=C4	3.7
(2S)-Liquiritigenin	FURUXTVZLHCCNA-UHFFFAOYNA-N	O=C2C=3C=CC(O)=CC=3(OC(C1=CC=C(O)C=C1)C2)	5.3
Pinocembrin	URFCJEUYXNAHFI-UHFFFAOYNA-N	O=C2C3=C(O)C=C(O)C=C3(OC(C1=CC=CC=C1)C2)	7.47
Epigallocatechin	XMOCLSLCDHWDHP-UHFFFAOYNA-N	OC3=CC(O)=C2C(OC(C1=CC(O)=C(O)C(O)=C1)C(O)C2)=C3	2.49
6,7-Dihydroxycoumarin-6-glucoside	XHCADAYNFIFUHF-UHFFFAOYNA-N	O=C2OC3=CC(O)=C(OC1OC(CO)C(O)C(O)C1(O))C=C3(C=C2)	2.87
6,7-Dihydroxycoumarin	ILEDWLMCKZNDJK-UHFFFAOYSA-N	O=C1OC=2C=C(O)C(O)=CC=2(C=C1)	2.87
3-O-p-Coumaroylquinic acid	BMRSEYFENKXDIS-UHFFFAOYNA-N	O=C(OC1CC(O)(C(=O)O)CC(O)C1(O))C=CC2=CC=C(O)C=C2	3.08
Procyanidin C1	MOJZMWJRUKIQGL-UHFFFAOYNA-N	OC9=CC(O)=C2C(OC(C=1C=CC(O)=C(O)C=1)C(O)C2C=8C(O)=CC(O)=C7C=8(OC(C=3C=CC(O)=C(O)C=3)C(O)C7(C6=C(O)C=C(O)C5=C6(OC(C=4C=CC(O)=C(O)C=4)C(O)C5))))=C9	3.46
N-Acetylleucine	WXNXCEHXYPACJF-UHFFFAOYNA-N	O=C(O)C(NC(=O)C)CC(C)C	3.81
isorhamnetin-3-glucoside-4'-glucoside (Isorhamnetin 3,4'-diglucoside)	VKVBSQRURLRCHO-UHFFFAOYNA-N	COC1=C(OC2OC(CO)C(O)C(O)C2O)C=CC(=C1)C1=C(OC2OC(CO)C(O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1	3.23
7,4'-Dihydroxyflavone	LCAWNFIFMLXZPQ-UHFFFAOYSA-N	O=C1C=C(OC=2C=C(O)C=CC1=2)C3=CC=C(O)C=C3	7.38
Caffeyl alcohol	ZCKDCRKBURQZPT-UHFFFAOYSA-N	OCC=CC1=CC=C(O)C(O)=C1	3.18
Phloretin-2'-O-glucoside	IOUVKUPGCMBWBT-UHFFFAOYNA-N	OCC1OC(OC2=CC(O)=CC(O)=C2C(=O)CCC2=CC=C(O)C=C2)C(O)C(O)C1O	4.73
